Roster

  System.X
  autoregulation.total_peripheral_resistance
  autoregulation.tpr_limit
  autoregulation.tpr_slope
  autoregulation.tpr_setpoint
  baroreceptor_reflex.affna
  baroreceptor_reflex.sympathetics
  fluids.total_body_water
  fluids.intake
  fluids.distribution
  fluids.extracellular
  fluids.intracellular
  fluids.blood_volume
  fluids.ideal_blood_volume
  fluids.unstressed_blood_volume
  heart.cardiac_output
  cardiac_output.plateau_multiplier
  cardiac_output.setpoint
  cardiac_output.ideal_cardiac_output
  cardiac_output.plateau
  heart.right_atrial_pressure
  heart.stroke_volume
  heart.mcfp_slope
  heart.mean_circulatory_filling_pressure
  heart.resistance_to_venous_return
  blood_flow.blood_flow
  renal_function.MAP_ideal
  renal_function.mean_arterial_pressure
  renal_function.bn
  renal_function.a_n
  renal_function.base_n
  renal_function.urine_output
  energy.energy_excess
  energy.ToWeightGain
  energy.metabolic_need/min
  energy.energy_excess
  growth.height
  growth.body_surface_area
  weight.calculated_weight
  weight.ideal
  weight.dry_percent
  weight.dry
  weight.real
186,0.0192057997105356,0.0603715731915028,0.000174139800421997,478.54271758317,1.00541119290096,0.999453087886256,3526.09501574252,0.454807505277877,0.670140208333333,1414.83812955493,2111.25688618759,466.896582753128,478.54271758317,277.94698712365,1254.93032275929,1.06194755401505,2.04238475041203,1181.74451028535,1254.95069216825,4.10784244738913,8.36620215172858,0.0487324771515852,9.20798185181482,0.00406433072116347,110.433868402817,43.0688888888889,28.209676627992,0.220019795028103,0.0220019795028103,1.05491778973935,0.0993605126968826,36.6321644907111,0.00448874032832227,-0.227617002139675,36.6321644907111,21.0043055555556,0.269593289091993,1.2008830253989,4.78394125858261,0.260130610557183,1.24444956046479,4.77054457620731,
187,0.0192110559588343,0.0603735579785118,0.000174133666256359,478.559575094746,1.00541498114338,0.999452700992781,3526.26143043257,0.454823984583913,0.670138451388889,1414.90268200059,2111.35874843198,466.917885060194,478.559575094746,277.948276535083,1254.97819642437,1.06194958519579,2.04238790895558,1181.78732912457,1254.99856395347,4.10798727157641,8.36652130949577,0.0487307416606341,9.20862917474838,0.00406457602875766,110.438081285344,43.0692592592593,28.217337336449,0.220027688615694,0.0220027688615694,1.054917304742,0.0994034535937984,36.6334582016673,0.00448868002079272,-0.227614191327836,36.6334582016673,21.0043287037037,0.269598665555311,1.2008878860657,4.78396345155047,0.260131311250111,1.24445868562443,4.770720116057,
188,0.0192163107869903,0.0603755426280888,0.000174127533761881,478.576429200975,1.00541844625913,0.999452347095393,3526.42781182348,0.454840460697555,0.670136694444444,1414.96722087076,2111.46059095271,466.939182887352,478.576429200975,277.949565938586,1255.02606147806,1.06195161639268,2.04239106765683,1181.83013966886,1255.04642712292,4.10813229373329,8.36684040985374,0.0487290082474285,9.20927660297475,0.00406482127015424,110.442293410069,43.0696296296296,28.2249968005133,0.220035580674129,0.0220035580674129,1.05491681975321,0.0994464082183784,36.6347516623342,0.0044886197156956,-0.227611380458301,36.6347516623342,21.0043518518519,0.269604040932495,1.20089274685195,4.78398564438187,0.26013201192689,1.24446781070241,4.77089562252589,
189,0.0192215641586301,0.0603775271402454,0.000174121402938837,478.593279900263,1.0054216075295,0.999452024226129,3526.5941598992,0.454856933617257,0.6701349375,1415.03174615908,2111.56241374012,466.960476232498,478.593279900263,277.950855334161,1255.07391791571,1.06195364760572,2.04239422651577,1181.8729419142,1255.09428167229,4.10827749803998,8.3671594527714,0.048727276815928,9.20992411838684,0.00406506644365098,110.446504776582,43.07,28.2326549581588,0.220043471202666,0.0220043471202666,1.05491633477298,0.0994893760465134,36.6360448725689,0.00448855941303076,-0.227608569531091,36.6360448725689,21.004375,0.26960941522312,1.20089760775761,4.78400783707679,0.260132712587519,1.24447693569874,4.77107109559794,
190,0.0192268160395928,0.0603795115149931,0.000174115273787479,478.610127191072,1.00542448308607,0.999451730534245,3526.76047464426,0.454873403341526,0.670133180555556,1415.0962578594,2111.66421678486,466.981765093601,478.610127191072,277.952144721808,1255.12176573281,1.06195567883492,2.04239738553242,1181.91573585673,1255.14212759741,4.10842286961705,8.36747843821876,0.048725547275815,9.21057170395516,0.00406531154764919,110.450715384488,43.0703703703704,28.2403117510805,0.220051360200591,0.0220051360200591,1.05491584980131,0.0995323565846834,36.6373378322339,0.00448849911279805,-0.227605758546227,36.6373378322339,21.0043981481481,0.269614788426778,1.20090246878264,4.78403002963524,0.260133413232001,1.24448606061341,4.77124653525766,
191,0.0192320663977993,0.0603814957523436,0.000174109146308038,478.626971071916,1.00542708997933,0.999451464279234,3526.92675604367,0.454889869868916,0.670131423611111,1415.16075596576,2111.76600007792,467.003049468699,478.626971071916,277.953434101525,1255.16960492504,1.06195771008028,2.04240054470678,1181.95852149267,1255.18996489423,4.10856839446951,8.3677973661669,0.0487238195421533,9.21121934366369,0.00406555658064759,110.454925233403,43.0707407407407,28.2479671244737,0.220059247667211,0.0220059247667211,1.05491536483822,0.0995753493681478,36.6386305411969,0.00448843881499731,-0.227602947503729,36.6386305411969,21.0044212962963,0.269620160543074,1.20090732992702,4.78405222205723,0.260134113860335,1.24449518544643,4.7714219414901,
192,0.0192373152031283,0.0603834798523085,0.000174103020500732,478.643811541358,1.00542944424322,0.999451223824261,3527.09300408296,0.454906333198032,0.670129666666667,1415.22524047241,2111.86776361054,467.024329355896,478.643811541358,277.954723473314,1255.21743548818,1.06195974134179,2.04240370403885,1182.00129881842,1255.23779355887,4.1087140594341,8.36811623658785,0.0487220935350679,9.21186702244959,0.0040658015412365,110.45913432296,43.0711111111111,28.2556210268267,0.220067133601857,0.0220067133601857,1.05491487988368,0.0996183539592513,36.6399229993303,0.00448837851962839,-0.22760013640362,36.6399229993303,21.0044444444444,0.269625531571631,1.20091219119071,4.78407441434275,0.260134814472523,1.24450431019779,4.77159731428075,
193,0.0192425624273003,0.0603854638148995,0.000174096896365757,478.660648598006,1.00543156095578,0.999451007629987,3527.25921874808,0.45492279332752,0.670127909722222,1415.2897113738,2111.96950737428,467.045604753354,478.660648598006,277.956012837174,1255.26525741819,1.06196177261946,2.04240686352863,1182.04406783044,1255.28561358753,4.10885985212983,8.36843504945459,0.0487203691794427,9.21251472614645,0.00406604642809246,110.463342652801,43.0714814814815,28.263273409725,0.220075018003882,0.0220075018003882,1.05491439493771,0.0996613699458219,36.641215206511,0.00448831822669114,-0.227597325245919,36.641215206511,21.0044675925926,0.269630901512085,1.20091705257367,4.78409660649181,0.260135515068564,1.24451343486752,4.7717726536156,
194,0.019247808043769,0.0603874476401281,0.000174090773903298,478.677482240514,1.00543345429618,0.999450814248764,3527.42540002546,0.454939250256068,0.670126152777778,1415.35416866453,2112.07123136093,467.066875659294,478.677482240514,277.957302193106,1255.31307071114,1.06196380391328,2.04241002317614,1182.08682852533,1255.33342497655,4.10900576091136,8.36875380474096,0.0487186464046377,9.21316244143106,0.00406629123997308,110.467550222581,43.0718518518519,28.2709242276678,0.220082900872657,0.0220082900872657,1.0549139100003,0.0997043969396707,36.64250716262,0.00448825793618539,-0.227594514030648,36.64250716262,21.0044907407407,0.269636270364084,1.20092191407586,4.78411879850441,0.260136215648461,1.2445225594556,4.77194795948106,
195,0.0192530520276174,0.0603894313280059,0.000174084653113522,478.694312467573,1.00543513759841,0.99945064231917,3527.5915479019,0.454955703982405,0.670124395833333,1415.41861233936,2112.17293556254,467.08814207199,478.694312467573,277.95859154111,1255.36087536324,1.06196583522326,2.04241318298136,1182.12958089979,1255.38122772237,4.10915177482527,8.36907250242162,0.0487169251442214,9.21381015577312,0.00406653597571223,110.471757031965,43.0722222222222,28.2785734378951,0.220090782207572,0.0220090782207572,1.05491342507145,0.0997474345751724,36.6437988675427,0.004488197648111,-0.227591702757827,36.6437988675427,21.0045138888889,0.269641638127287,1.20092677569726,4.78414099038055,0.260136916212213,1.24453168396204,4.77212323186393,
196,0.019258294355462,0.0603914148785447,0.000174078533996583,478.711139277915,1.00543662340162,0.999450490560873,3527.75766236459,0.454972154505294,0.670122638888889,1415.48304239323,2112.27461997136,467.109403989766,478.711139277915,277.959880881185,1255.4086713708,1.06196786654939,2.04241634294431,1182.1723249506,1255.42902182152,4.10929788356884,8.36939114247201,0.0487152053357206,9.21445785738815,0.00406678063421554,110.475963080631,43.0725925925926,28.286221000225,0.220098662008036,0.0220098662008036,1.05491294015116,0.0997904825079383,36.6450903211678,0.00448813736246781,-0.227588891427478,36.6450903211678,21.004537037037,0.269647004801368,1.20093163743782,4.78416318212022,0.260137616759821,1.24454080838684,4.77229847075142,
197,0.0192635350053617,0.0603933982917558,0.000174072416552621,478.727962670308,1.00543792349764,0.999450357769804,3527.92374340109,0.454988601823536,0.670120881944444,1415.5474588212,2112.37628457988,467.130661410996,478.727962670308,277.961170213332,1255.45645873024,1.06196989789167,2.042419503065,1182.21506067465,1255.47680727066,4.10944407745126,8.3697097248683,0.0487134869203839,9.21510553519309,0.00406702521445614,110.480168368261,43.072962962963,28.2938668769006,0.220106540273474,0.0220106540273474,1.05491245523944,0.0998335404135579,36.6463815233878,0.00448807707925567,-0.227586080039622,36.6463815233878,21.0045601851852,0.269652370386008,1.20093649929752,4.78418537372345,0.260138317291286,1.24454993273,4.77247367613109,
198,0.0192687739567318,0.0603953815676511,0.000174066300781765,478.744782643553,1.00543904897547,0.999450242813609,3528.08979099929,0.455005045935961,0.670119125,1415.61186161848,2112.47792938081,467.151914334098,478.744782643553,277.962459537551,1255.5042374381,1.06197192925011,2.04242266334341,1182.2577880689,1255.52458406649,4.10959034735729,8.37002824958733,0.0487117698429604,9.21575317876453,0.00406726971547061,110.484372894553,43.0733333333333,28.3015110324463,0.220114417003325,0.0220114417003325,1.05491197033628,0.0998766079864242,36.6476724740984,0.00448801679847442,-0.22758326859428,36.6476724740984,21.0045833333333,0.269657734880901,1.20094136127631,4.78420756519021,0.260139017806609,1.24455905699153,4.77264884799082,
199,0.0192740111902641,0.0603973647062421,0.000174060186684132,478.761599196484,1.00544001026325,0.99945014462738,3528.2558051474,0.455021486841433,0.670117368055556,1415.6762507804,2112.579554367,467.173162757531,478.761599196484,277.963748853843,1255.55200749099,1.0619739606247,2.04242582377956,1182.30050713039,1255.57235220585,4.10973668471296,8.3703467166066,0.0487100540514907,9.21640077829952,0.00406751413635529,110.488576659207,43.0737037037037,28.3091534335325,0.220122292197046,0.0220122292197046,1.05491148544168,0.0999196849386221,36.6489631731985,0.00448795652012391,-0.227580457091473,36.6489631731985,21.0046064814815,0.269663098285749,1.20094622337417,4.78422975652053,0.260139718305791,1.24456818117143,4.77282398631883,
200,0.0192792466878507,0.0603993477075404,0.000174054074259827,478.778412327964,1.00544081716769,0.999450062209638,3528.42178583395,0.455037924538842,0.670115611111111,1415.74062630241,2112.68115953154,467.194406679795,478.778412327964,277.965038162206,1255.59976888563,1.06197599201543,2.04242898437345,1182.34321785625,1255.62011168561,4.10988308145333,8.37066512590422,0.0487083394971109,9.21704832457861,0.00406775847626268,110.492779661936,43.0740740740741,28.316794048848,0.220130165854105,0.0220130165854105,1.05491100055564,0.0999627709988833,36.6502536205901,0.00448789624420399,-0.227577645531221,36.6502536205901,21.0046296296296,0.269668460600264,1.20095108559105,4.78425194771439,0.260140418788832,1.24457730526971,4.77299909110365,
201,0.0192844804325132,0.0604013305715575,0.000174047963508945,478.795222036887,1.0054414789111,0.99944999461855,3528.58773304772,0.455054359027109,0.670113854166667,1415.80498818008,2112.78274486764,467.215646099428,478.795222036887,277.966327462642,1255.64752161883,1.06197802342232,2.04243214512508,1182.38592024366,1255.66786250275,4.11002952999217,8.37098347745886,0.0487066261338677,9.21769580893113,0.00406800273439813,110.496981902457,43.0744444444444,28.3244328489803,0.220138037973985,0.0220138037973985,1.05491051567817,0.100005865911606,36.6515438161777,0.0044878359707145,-0.227574833913546,36.6515438161777,21.0046527777778,0.269673821824166,1.20095594792692,4.7842741387718,0.260141119255733,1.24458642928635,4.77317416233408,
202,0.0192897124083353,0.0604033132983052,0.000174041854431573,478.81202832217,1.00544200416626,0.999449940968377,3528.7536467778,0.455070790305177,0.670112097222222,1415.8693364091,2112.8843103687,467.236881015002,478.81202832217,277.96761675515,1255.69526568746,1.06198005484536,2.04243530603446,1182.42861428989,1255.7156046543,4.1101760231935,8.37130177124974,0.0487049139185455,9.21834322320256,0.00406824691001669,110.501183380497,43.0748148148148,28.332069806303,0.22014590855618,0.022014590855618,1.05491003080925,0.100048969435927,36.6528337598685,0.00448777569965528,-0.227572022238469,36.6528337598685,21.0046759259259,0.269679181957183,1.20096081038175,4.78429632969277,0.260141819706495,1.24459555322138,4.77334919999918,
203,0.0192949426004,0.060405295887795,0.000174035747027786,478.82883118276,1.00544240108919,0.999449900426138,3528.91952701349,0.455087218372016,0.670110340277778,1415.93367098523,2112.98585602826,467.258111425126,478.82883118276,277.96890603973,1255.74300108849,1.06198208628455,2.04243846710159,1182.47129999225,1255.76333813738,4.11032255434477,8.37162000725659,0.0487032028105026,9.2189905597238,0.00406849100242018,110.505384095787,43.0751851851852,28.3397048948698,0.220153777600196,0.0220153777600196,1.0549095459489,0.100092081344854,36.6541234515724,0.0044877154310262,-0.227569210506011,36.6541234515724,21.0046990740741,0.269684540999051,1.2009656729555,4.78431852047729,0.260142520141118,1.24460467707478,4.77352420408827,
204,0.0193001709947303,0.0604072783400385,0.000174029641297652,478.845630617624,1.00544267734995,0.999449872208458,3529.08537374435,0.455103643226618,0.670108583333333,1415.99799190435,2113.08738184001,467.279337328435,478.845630617624,277.970195316383,1255.79072781894,1.06198411773989,2.04244162832648,1182.51397734812,1255.81106294914,4.11046911713165,8.3719381854596,0.0487014927715183,9.21963781128226,0.00406873501095442,110.509584048067,43.0755555555556,28.3473380903146,0.22016164510555,0.022016164510555,1.0549090610971,0.10013520142445,36.6554128912013,0.00448765516482707,-0.227566398716193,36.6554128912013,21.0047222222222,0.269689898949511,1.20097053564814,4.78434071112536,0.260143220559603,1.24461380084657,4.77369917459093,
205,0.0193053975782333,0.0604092606550474,0.000174023537241232,478.862426625753,1.00544284016163,0.999449855578619,3529.25118696017,0.455120064867995,0.670106826388889,1416.06229916242,2113.18888779775,467.300558723598,478.862426625753,277.971484585109,1255.83844587591,1.06198614921138,2.04244478970912,1182.55664635495,1255.85877908682,4.11061570561429,8.37225630583942,0.0486997837656483,9.22028497109478,0.00406897893500657,110.51378323708,43.0759259259259,28.3549693697579,0.22016951107177,0.022016951107177,1.05490857625387,0.100178329473054,36.6567020786694,0.00448759490105777,-0.227563586869036,36.6567020786694,21.0047453703704,0.269695255808315,1.20097539845963,4.78436290163699,0.260143920961952,1.24462292453675,4.77387411149692,
206,0.0193106223386481,0.0604112428328331,0.000174017434858576,478.879219206159,1.00544289630762,0.999449849843778,3529.41696665093,0.455136483295182,0.670105069444444,1416.12659275548,2113.29037389544,467.32177560931,478.879219206159,277.972773845907,1255.88615525657,1.06198818069902,2.04244795124952,1182.59930701022,1255.9064865477,4.1107623142051,8.37257436837714,0.0486980757590888,9.220932032782,0.00406922277400274,110.517981662578,43.0762962962963,28.3625987117187,0.220177375498392,0.0220177375498392,1.0549080914192,0.100221465300566,36.6579910138932,0.00448753463971813,-0.227560774964561,36.6579910138932,21.0047685185185,0.269700611575217,1.20098026138994,4.78438509201217,0.260144621348164,1.24463204814531,4.77404901479624,
207,0.0193158452644958,0.0604132248734073,0.000174011334149729,478.896008357874,1.00544285216717,0.999449854352354,3529.58271280682,0.45515289850723,0.6701033125,1416.19087267967,2113.39184012715,467.342987984292,478.896008357874,277.974063098779,1255.93385595814,1.06199021220281,2.04245111294769,1182.64195931146,1255.95418532912,4.1109089376477,8.37289237305424,0.0486963687200495,9.22157899034433,0.00406946652740564,110.522179324316,43.0766666666667,28.3702260960312,0.220185238384963,0.0220185238384963,1.05490760659308,0.100264608727759,36.6592796967908,0.00448747438080799,-0.227557963002789,36.6592796967908,21.0047916666667,0.26970596624998,1.20098512443902,4.78440728225092,0.260145321718241,1.24464117167226,4.77422388447908,
208,0.0193210663450337,0.0604152067767817,0.000174005235114729,478.912794079948,1.00544271373953,0.99944986849157,3529.74842541823,0.455169310503212,0.670101555555556,1416.25513893119,2113.49328648704,467.364195847292,478.912794079948,277.975352343723,1255.98154797788,1.06199224372274,2.04245427480362,1182.68460325627,1256.00187542846,4.11105557099724,8.37321031985257,0.0486946626186331,9.2222258381394,0.00406971019471243,110.526376222054,43.077037037037,28.3778515037669,0.220193099731038,0.0220193099731038,1.05490712177553,0.100307759585637,36.6605681272822,0.00448741412432721,-0.227555150983742,36.6605681272822,21.0048148148148,0.26971131983237,1.20098998760685,4.78442947235323,0.260146022072183,1.24465029511761,4.77439872053583,
209,0.0193262855702111,0.0604171885429678,0.000173999137753608,478.92957637145,1.00544248666658,0.99944989168514,3529.91410447569,0.455185719282214,0.670099798611111,1416.3193915063,2113.59471296939,467.385399197079,478.92957637145,277.97664158074,1256.02923131315,1.06199427525882,2.04245743681733,1182.72723884227,1256.04955684317,4.11120220960185,8.37352820875434,0.0486929574267225,9.22287257086079,0.00406995377545265,110.530572355557,43.0774074074074,28.3854749171611,0.22020095953618,0.022020095953618,1.05490663696654,0.100350917714835,36.6618563052894,0.00448735387027563,-0.227552338907439,36.6618563052894,21.004837962963,0.269716672322161,1.2009948508934,4.78445166231911,0.260146722409991,1.24465941848135,4.77457352295704,
210,0.019331502930629,0.0604191701719771,0.000173993042066392,478.946355231466,1.00544217625414,0.999449923391098,3530.07974996995,0.45520212484334,0.670098041666667,1416.38363040135,2113.6961195686,467.406598032445,478.946355231466,277.97793080983,1256.07690596131,1.06199630681105,2.04246059898881,1182.76986606714,1256.0972295707,4.11134884908522,8.37384603974209,0.048691253117875,9.22351918351805,0.00407019726918633,110.534767724596,43.0777777777778,28.393096319544,0.22020881779996,0.022020881779996,1.0549061521661,0.100394082965048,36.6631442307358,0.0044872936186531,-0.227549526773903,36.6631442307358,21.0048611111111,0.269722023719129,1.20099971429862,4.78447385214854,0.260147422731665,1.24466854176349,4.77474829173343,
211,0.0193367184175003,0.0604211516638214,0.000173986948053098,478.963130659096,1.00544178749201,0.999449963099749,3530.24536189186,0.455218527185709,0.670096284722222,1416.44785561274,2113.79750627912,467.427792352204,478.963130659096,277.979220030994,1256.1245719198,1.06199833837942,2.04246376131807,1182.81248492858,1256.14489360859,4.11149548533012,8.37416381279869,0.048689549667222,9.22416567141783,0.00407044067550214,110.538962328943,43.0781481481481,28.4007156952754,0.220216674521955,0.0220216674521955,1.05490566737423,0.100437255194496,36.6644319035462,0.00448723336945946,-0.227546714583155,36.6644319035462,21.0048842592593,0.269727374023058,1.20100457782247,4.78449604184155,0.260148123037207,1.24467766496403,4.77492302685589,
212,0.0193419320226145,0.0604231330185121,0.000173980855713743,478.979902653455,1.0054413250728,0.999450010331752,3530.41094023246,0.455234926308455,0.670094527777778,1416.51206713693,2113.89887309554,467.448982155187,478.979902653455,277.980509244231,1256.1722291861,1.06200036996394,2.04246692380511,1182.85509542435,1256.19254895439,4.11164211446308,8.3744815279073,0.0486878470513756,9.22481203014632,0.00407068399401574,110.543156168376,43.0785185185185,28.408333029684,0.22022452970175,0.022022452970175,1.05490518259091,0.100480434269421,36.6657193236471,0.00448717312269455,-0.227543902335215,36.6657193236471,21.0049074074074,0.269732723233734,1.20100944146494,4.78451823139812,0.260148823326618,1.24468678808297,4.77509772831544,
213,0.0193471437383031,0.0604251142360609,0.000173974765048335,478.996671213674,1.00544079340962,0.999450064636306,3530.57648498292,0.455251322210723,0.670092770833333,1416.57626497044,2114.00022001248,467.470167440245,478.996671213674,277.981798449541,1256.2198777577,1.06200240156461,2.04247008644994,1182.89769755222,1256.2401956057,4.1117887328398,8.37479918505136,0.0486861452483404,9.22545825555251,0.00407092722436814,110.547349242678,43.0788888888889,28.4159483090096,0.220232383338936,0.0220232383338936,1.05490469781615,0.100523620063615,36.6670064909663,0.00448711287835823,-0.227541090030105,36.6670064909663,21.0049305555556,0.269738071350948,1.20101430522597,4.78454042081827,0.260149523599897,1.24469591112032,4.77527239610324,
214,0.0193523535574072,0.0604270953164794,0.000173968676056878,479.013436338896,1.00544019665278,0.999450125589456,3530.74199613452,0.455267714891674,0.670091013888889,1416.64044910984,2114.10154702468,467.491348206247,479.013436338896,277.983087646925,1256.26751763219,1.06200443318141,2.04247324925256,1182.94029131002,1256.28783356015,4.11193533703155,8.37511678421457,0.0486844442374299,9.22610434373263,0.0040711703662242,110.551541551632,43.0792592592593,28.4235615203491,0.220240235433112,0.0220240235433112,1.05490421304995,0.100566812457973,36.6682934054328,0.00448705263645035,-0.227538277667846,36.6682934054328,21.0049537037037,0.269743418374494,1.20101916910554,4.78456261010198,0.260150223857046,1.24470503407608,4.77544703021061,
215,0.0193575614732475,0.0604290762597791,0.000173962588739373,479.030198028275,1.0054395387054,0.999450192792488,3530.9074736787,0.455284104350478,0.670089256944444,1416.70461955175,2114.20285412695,467.512524452078,479.030198028275,277.984376836383,1256.31514880713,1.06200646481437,2.04247641221296,1182.98287669558,1256.3354628154,4.11208192381233,8.37543432538089,0.0486827439991891,9.2267502910154,0.00407141341927124,110.555733095028,43.0796296296296,28.4311726516057,0.220248085983879,0.0220248085983879,1.05490372829231,0.100610011340074,36.669580066977,0.00448699239697074,-0.227535465248458,36.669580066977,21.0049768518519,0.269748764304172,1.20102403310361,4.78458479924927,0.260150924098065,1.24471415695025,4.77562163062895,
216,0.019362767479596,0.0604310570659717,0.000173956503095815,479.04695628098,1.00543882323819,0.999450265870431,3531.07291760698,0.455300490586318,0.6700875,1416.76877629284,2114.30414131414,467.533696176637,479.04695628098,277.985666017914,1256.36277128018,1.06200849646347,2.04247957533117,1183.02545370678,1256.38308336915,4.11222849014677,8.3757518085345,0.0486810445153209,9.22739609394819,0.00407165638321768,110.559923872655,43.08,28.4387816914407,0.220255934990846,0.0220255934990846,1.05490324354323,0.100653216603786,36.6708664755301,0.00448693215991925,-0.227532652771964,36.6708664755301,21.005,0.269754109139784,1.20102889722014,4.78460698826014,0.260151624322956,1.24472327974284,4.77579619734982,
217,0.0193679715706488,0.0604330377350687,0.000173950419126197,479.063711096189,1.00543805370327,0.999450344470638,3531.23832791102,0.455316873598386,0.670085743055556,1416.83291932982,2114.4054085812,467.554863378841,479.063711096189,277.986955191519,1256.41038504897,1.06201052812871,2.04248273860717,1183.06802234153,1256.43069521911,4.11237503317884,8.37606923365983,0.048679345768617,9.22804174928407,0.0040718992577918,110.56411388431,43.0803703703704,28.4463886292293,0.220263782453627,0.0220263782453627,1.0549027588027,0.100696428148896,36.6721526310247,0.00448687192529573,-0.227529840238384,36.6721526310247,21.0050231481481,0.269759452881135,1.2010337614551,4.78462917713458,0.260152324531718,1.24473240245384,4.77597073036487,
218,0.0193731737410012,0.0604350182670817,0.000173944336830505,479.080462473091,1.0054372333472,0.999450428261459,3531.40370458258,0.455333253385887,0.670083986111111,1416.89704865945,2114.50665592313,467.576026057617,479.080462473091,277.988244357198,1256.45799011122,1.06201255981009,2.04248590204098,1183.11058259776,1256.47829836305,4.11252155022113,8.37638660074149,0.048677647742893,9.22868725396951,0.00407214204274054,110.568303129788,43.0807407407407,28.4539934550172,0.22027162837184,0.022027162837184,1.05490227407074,0.100739645880761,36.6734385333944,0.00448681169310003,-0.227527027647739,36.6734385333944,21.0050462962963,0.269764795528034,1.20103862580845,4.7846513658726,0.260153024724353,1.24474152508326,4.77614522966584,
219,0.019378373985624,0.0604369986620223,0.000173938256208724,479.097210410883,1.00543636522323,0.99945051693099,3531.56904761349,0.455349629948032,0.670082229166667,1416.96116427851,2114.60788333498,467.597184211909,479.097210410883,277.989533514951,1256.50558646464,1.06201459150762,2.04248906563259,1183.15313447341,1256.52589279874,4.11266803874485,8.37670390976429,0.0486759504229277,9.2293326051329,0.00407238473782843,110.572491608889,43.0811111111111,28.4615961594817,0.220279472745107,0.0220279472745107,1.05490178934732,0.100782869709978,36.6747241825734,0.00448675146333198,-0.22752421500005,36.6747241825734,21.0050694444444,0.269770137080292,1.20104349028016,4.7846735544742,0.260153724900862,1.24475064763111,4.7763196952446,
220,0.019383572299841,0.060438978919902,0.000173932177260836,479.113954908775,1.0054354522028,0.999450610185896,3531.73435699572,0.455366003284044,0.670080472222222,1417.02526618385,2114.70909081187,467.618337840669,479.113954908775,277.990822664778,1256.55317410699,1.06201662322128,2.04249222938202,1183.19567796648,1256.57347852398,4.11281449637034,8.37702116071325,0.0486742537944052,9.22997780007374,0.00407262734283653,110.576679321415,43.0814814814815,28.4691967338936,0.220287315573057,0.0220287315573057,1.05490130463247,0.100826099552074,36.6760095784973,0.00448669123599145,-0.227521402295339,36.6760095784973,21.0050925925926,0.269775477537723,1.2010483548702,4.78469574293938,0.260154425061244,1.24475977009738,4.7764941270931,
221,0.0193887686793084,0.0604409590407326,0.000173926099986818,479.130695965983,1.00543449698642,0.999450707750305,3531.89963272129,0.455382373393152,0.670078715277778,1417.08935437232,2114.81027834897,467.639486942865,479.130695965983,277.992111806679,1256.60075303603,1.06201865495109,2.04249539328925,1183.23821307495,1256.6210555366,4.11296092085825,8.37733835357354,0.0486725578438612,9.23062283625243,0.00407286985756142,110.580866267171,43.0818518518519,28.4767951700824,0.22029515685532,0.022029515685532,1.05490081992617,0.100869335327218,36.6772947211022,0.00448663101107827,-0.227518589533627,36.6772947211022,21.0051157407407,0.269780816900145,1.20105321957852,4.78471793126815,0.260155125205502,1.24476889248207,4.77666852520336,
222,0.0193939631199946,0.0604429390245254,0.000173920024386645,479.147433581733,1.0054335021138,0.999450809364771,3532.06487478232,0.455398740274595,0.670076958333333,1417.15342884083,2114.91144594149,467.660631517473,479.147433581733,277.993400940655,1256.64832324958,1.06202068669704,2.04249855735431,1183.28073979685,1256.66862383444,4.11310731010115,8.37765548833052,0.0486708625586325,9.23126771128073,0.00407311228181433,110.585052445963,43.0822222222222,28.4843914604028,0.220302996591531,0.0220302996591531,1.05490033522843,0.100912576959943,36.6785796103252,0.00448657078859229,-0.227515776714934,36.6785796103252,21.0051388888889,0.269786155167377,1.2010580844051,4.7847401194605,0.260155825333635,1.2447780147852,4.77684288956752,
223,0.0193991556181621,0.0604449188712922,0.000173913950460289,479.164167755257,1.00543246997344,0.999450914785289,3532.230083171,0.455415103927617,0.670075201388889,1417.2174895863,2115.0125935847,467.681771563479,479.164167755257,277.994690066705,1256.69588474545,1.06202271845913,2.04250172157718,1183.32325813022,1256.71618341538,4.11325366211568,8.37797256496969,0.0486691679268086,9.23191242291273,0.00407335461542022,110.5892378576,43.0825925925926,28.4919855977037,0.220310834781329,0.0220310834781329,1.05489985053925,0.100955824378893,36.679864246104,0.00448651056853336,-0.227512963839283,36.679864246104,21.005162037037,0.26979149233924,1.20106294934989,4.78476230751644,0.260156525445644,1.24478713700676,4.77701722017776,
224,0.0194043461703498,0.0604468985810445,0.000173907878207719,479.180898485797,1.00543140281166,0.999451023782384,3532.3952578796,0.455431464351473,0.670073444444445,1417.28153660571,2115.1137212739,467.702907079883,479.180898485797,277.99597918483,1256.74343752151,1.06202475023736,2.04250488595788,1183.36576807312,1256.7637342773,4.11339997503524,8.3782895834767,0.0486674739371875,9.23255696903642,0.004073596858217,110.593422501892,43.082962962963,28.499577575299,0.220318671424356,0.0220318671424356,1.05489936585862,0.100999077516577,36.6811486283771,0.00448645035090132,-0.227510150906693,36.6811486283771,21.0051851851852,0.26979682841556,1.20106781441287,4.78478449543597,0.260157225541531,1.24479625914676,4.77719151702636,
